iso_code,year,date,total_cases,total_deaths,vaccinated_rate,fully_vaccinated_rate,booster_rate,population,country,cases_per_million,deaths_per_million
MNP,2020,2020-12-31,122.0,2.0,,,,47528.0,Northern Mariana Islands,2566.907927958256,42.08045783538125
MNP,2021,2021-12-31,2893.0,11.0,,,,46979.0,Northern Mariana Islands,61580.7062730156,234.14717214074372
MNP,2022,2022-12-31,13236.0,41.0,,,,46078.0,Northern Mariana Islands,287252.0508702634,889.7955640435783
NOR,2020,2020-12-31,47244.0,421.0,0.04,,,5379475.0,Norway,8782.269645272076,78.26042504147709
NOR,2021,2021-12-31,375290.0,1335.0,78.99,72.31,28.85,5408320.0,Norway,69391.23424649429,246.84190284598546
NOR,2022,2022-12-31,1474524.0,4745.0,79.99,74.61,68.89,5457127.0,Norway,270201.51812483015,869.5051443735871
OMN,2020,2020-12-31,128290.0,1491.0,0.14,,,4522497.0,Oman,28367.072438080115,329.68512748598835
OMN,2021,2021-12-31,305058.0,4480.0,68.22,63.42,0.71,4500424.0,Oman,67784.27988118453,995.4617609363029
OMN,2022,2022-12-31,399308.0,4628.0,71.67,66.62,17.04,4730226.0,Oman,84416.2625633532,978.3887704308419
PAK,2020,2020-12-31,469482.0,9816.0,,,,235001746.0,Pakistan,1997.780901593812,41.76990242446964
PAK,2021,2021-12-31,1293081.0,28905.0,41.12,29.93,,239477801.0,Pakistan,5399.586076873989,120.70012284771231
PAK,2022,2022-12-31,1575651.0,30635.0,65.59,55.71,20.75,243700667.0,Pakistan,6465.517798521249,125.7074934472789
PLW,2020,2020-12-31,0.0,0.0,,,,17792.0,Palau,0.0,0.0
PLW,2021,2021-12-31,8.0,0.0,,,,17783.0,Palau,449.86785131867515,0.0
PLW,2022,2022-12-31,5968.0,9.0,,,,17759.0,Palau,336054.95804943977,506.7852919646376
PSE,2020,2020-12-31,148540.0,1406.0,,,,4803269.0,"Palestine, State of",30924.77227488196,292.717313979292
PSE,2021,2021-12-31,468443.0,4900.0,36.4,28.87,0.05,4922749.0,"Palestine, State of",95158.82284471543,995.3788015598602
PSE,2022,2022-12-31,703228.0,5708.0,38.34,33.85,6.42,5043612.0,"Palestine, State of",139429.44064690146,1131.7286103689182
PAN,2020,2020-12-31,226660.0,3756.0,,,,4293261.0,Panama,52794.367731195474,874.8594599769266
PAN,2021,2021-12-31,486377.0,7409.0,70.79,63.61,6.1,4345405.0,Panama,111929.03768463469,1705.019440075206
PAN,2022,2022-12-31,1023778.0,8567.0,79.81,71.75,45.53,4400773.0,Panama,232635.9482754507,1946.70345414317
PNG,2020,2020-12-31,780.0,9.0,,,,9815746.0,Papua New Guinea,79.46415891364752,0.9168941413113175
PNG,2021,2021-12-31,36130.0,590.0,2.8,2.17,,10012896.0,Papua New Guinea,3608.3466761264676,58.924011594647546
PNG,2022,2022-12-31,46692.0,669.0,3.6,3.0,0.3,10203169.0,Papua New Guinea,4576.225288437347,65.56786425864357
PRY,2020,2020-12-31,103888.0,2154.0,,,,6603739.0,Paraguay,15731.693817699337,326.1788511023831
PRY,2021,2021-12-31,465130.0,16598.0,51.17,43.48,6.13,6684182.0,Paraguay,69586.67492895915,2483.1759518217787
PRY,2022,2022-12-31,722093.0,19666.0,58.63,52.06,29.22,6760464.0,Paraguay,106811.15970738103,2908.9719285540164
PER,2020,2020-12-31,1005546.0,92523.0,,,,32838579.0,Peru,30620.874307624577,2817.5092472789397
PER,2021,2021-12-31,2272885.0,202454.0,72.95,64.86,12.24,33155882.0,Peru,68551.48658087273,6106.12620710859
PER,2022,2022-12-31,4438778.0,218007.0,88.81,83.54,82.49,33475438.0,Peru,132598.05592386873,6512.446528705614
PHL,2020,2020-12-31,469003.0,9067.0,,,,112081264.0,Philippines,4184.490638863602,80.89666083708693
PHL,2021,2021-12-31,2838474.0,51200.0,48.56,42.94,1.55,113100950.0,Philippines,25096.81837332047,452.6929260983219
PHL,2022,2022-12-31,4059369.0,65262.0,67.81,63.97,18.45,113964338.0,Philippines,35619.6426991047,572.6528240790553
PCN,2020,2020-12-31,0.0,0.0,,,,,Pitcairn,,
PCN,2021,2021-12-31,0.0,0.0,100.0,100.0,,,Pitcairn,,
PCN,2022,2022-12-31,4.0,0.0,100.0,100.0,48.94,,Pitcairn,,
POL,2020,2020-12-31,1259923.0,27207.0,0.12,,,37515748.0,Poland,33583.843243642645,725.2154481899174
POL,2021,2021-12-31,4050832.0,94330.0,54.38,52.8,17.22,36981559.0,Poland,109536.53954934674,2550.7307574567094
POL,2022,2022-12-31,6365382.0,118475.0,57.33,56.76,38.1,36821749.0,Poland,172870.16974668964,3217.52777142661
PRT,2020,2020-12-31,377474.0,6695.0,,,,10297081.0,Portugal,36658.3500702772,650.1842609570616
PRT,2021,2021-12-31,1282648.0,18888.0,91.5,83.15,30.58,10361831.0,Portugal,123785.84441301928,1822.8438583875766
PRT,2022,2022-12-31,5550568.0,25773.0,95.3,86.7,68.53,10434332.0,Portugal,531952.4048113477,2470.0191636608843
PRI,2020,2020-12-31,82303.0,1630.0,,,,3281590.0,Puerto Rico,25080.220259081725,496.7104360995737
PRI,2021,2021-12-31,252334.0,3301.0,,,,3262711.0,Puerto Rico,77338.75295728,1011.7353329792311
PRI,2022,2022-12-31,1131039.0,5541.0,,,,3220137.0,Puerto Rico,351239.40378934186,1720.7342420524344
QAT,2020,2020-12-31,142903.0,244.0,,,,2794148.0,Qatar,51143.675997119695,87.325367160222
QAT,2021,2021-12-31,247796.0,614.0,87.58,82.31,,2504910.0,Qatar,98924.11304198553,245.11858709494552
QAT,2022,2022-12-31,487987.0,685.0,105.75,105.75,70.54,2657333.0,Qatar,183637.8805366132,257.7772526062786
REU,2020,2020-12-31,8909.0,42.0,,,,,Réunion,,
REU,2021,2021-12-31,71795.0,401.0,,,,,Réunion,,
REU,2022,2022-12-31,486659.0,906.0,,,,,Réunion,,
ROU,2020,2020-12-31,613760.0,15108.0,0.05,,,19265250.0,Romania,31858.397892578603,784.2099116284502
ROU,2021,2021-12-31,1802396.0,58536.0,27.85,39.76,,19122059.0,Romania,94257.42280159265,3061.1766232914565
ROU,2022,2022-12-31,3305048.0,67341.0,,41.28,,19048502.0,Romania,173506.97708407728,3535.238624013584
RUS,2020,2020-12-31,3050248.0,54778.0,0.04,,,145245148.0,Russian Federation,21000.687747586584,377.1416859997278
RUS,2021,2021-12-31,10392020.0,304218.0,51.01,46.14,5.1,144746762.0,Russian Federation,71794.49029747554,2101.7257712473042
RUS,2022,2022-12-31,21764292.0,393383.0,60.58,54.54,13.49,144236933.0,Russian Federation,150892.64273249626,2727.33891256548
RWA,2020,2020-12-31,7817.0,73.0,,,,13065837.0,Rwanda,598.2777835051822,5.587089445551785
RWA,2021,2021-12-31,104512.0,1346.0,55.38,39.45,,13355260.0,Rwanda,7825.530914411251,100.78426028396302
RWA,2022,2022-12-31,132920.0,1467.0,76.75,67.32,42.67,13651030.0,Rwanda,9736.994204832896,107.46441843582498
BLM,2020,2020-12-31,189.0,0.0,,,,,Saint Barthélemy,,
BLM,2021,2021-12-31,1726.0,4.0,,,,,Saint Barthélemy,,
BLM,2022,2022-12-31,5402.0,5.0,,,,,Saint Barthélemy,,
SHN,2020,2020-12-31,0.0,0.0,,,,,"Saint Helena, Ascension and Tristan da Cunha",,
SHN,2021,2021-12-31,0.0,0.0,80.74,65.38,,,"Saint Helena, Ascension and Tristan da Cunha",,
SHN,2022,2022-12-31,2166.0,0.0,,,,,"Saint Helena, Ascension and Tristan da Cunha",,
KNA,2020,2020-12-31,30.0,0.0,,,,46870.0,Saint Kitts and Nevis,640.0682739492212,0.0
KNA,2021,2021-12-31,2836.0,28.0,57.92,53.73,3.43,46763.0,Saint Kitts and Nevis,60646.237409918096,598.7639800697132
KNA,2022,2022-12-31,6562.0,46.0,70.88,56.63,7.35,46709.0,Saint Kitts and Nevis,140486.84407715857,984.8209124579846
LCA,2020,2020-12-31,305.0,5.0,,,,178250.0,Saint Lucia,1711.0799438990184,28.050490883590463
LCA,2021,2021-12-31,13275.0,295.0,30.96,27.42,,178522.0,Saint Lucia,74360.58300937699,1652.4574002083777
LCA,2022,2022-12-31,29748.0,409.0,33.43,30.56,4.37,178781.0,Saint Lucia,166393.52056426578,2287.715137514613
MAF,2020,2020-12-31,986.0,12.0,,,,31786.0,Saint Martin (French part),31019.94588812685,377.5246964072233
MAF,2021,2021-12-31,4118.0,39.0,,,,29961.0,Saint Martin (French part),137445.3456159674,1301.692199859818
MAF,2022,2022-12-31,12180.0,46.0,,,,28870.0,Saint Martin (French part),421891.2365777624,1593.349497748528
SPM,2020,2020-12-31,16.0,0.0,,,,,Saint Pierre and Miquelon,,
SPM,2021,2021-12-31,98.0,0.0,,,,,Saint Pierre and Miquelon,,
SPM,2022,2022-12-31,3348.0,2.0,,,,,Saint Pierre and Miquelon,,
VCT,2020,2020-12-31,108.0,0.0,,,,103526.0,Saint Vincent and the Grenadines,1043.2161968973978,0.0
VCT,2021,2021-12-31,5843.0,81.0,32.22,25.24,,102841.0,Saint Vincent and the Grenadines,56815.86137824408,787.6236131503972
VCT,2022,2022-12-31,9521.0,118.0,35.91,30.25,4.04,102046.0,Saint Vincent and the Grenadines,93301.06030613645,1156.3412578641005
WSM,2020,2020-12-31,1.0,0.0,,,,211944.0,Samoa,4.718227456309214,0.0
WSM,2021,2021-12-31,2.0,0.0,63.59,54.75,,213779.0,Samoa,9.355455867975808,0.0
WSM,2022,2022-12-31,16270.0,29.0,85.94,79.88,35.55,215261.0,Samoa,75582.66476509912,134.72017690152884
SMR,2020,2020-12-31,2293.0,57.0,,,,34770.0,San Marino,65947.65602530917,1639.344262295082
SMR,2021,2021-12-31,7641.0,98.0,72.15,64.19,,34252.0,San Marino,223081.8638327689,2861.146794347775
SMR,2022,2022-12-31,23007.0,121.0,78.23,70.15,57.43,33755.0,San Marino,681587.9129017923,3584.654125314768
STP,2020,2020-12-31,1014.0,17.0,,,,217435.0,Sao Tome and Principe,4663.462644008554,78.1842849587233
STP,2021,2021-12-31,3744.0,57.0,37.99,22.52,,221961.0,Sao Tome and Principe,16867.82813196913,256.801870598889
STP,2022,2022-12-31,6279.0,77.0,56.1,45.72,14.59,226305.0,Sao Tome and Principe,27745.741366739578,340.24877930226904
SAU,2020,2020-12-31,362066.0,6176.0,,,,31552510.0,Saudi Arabia,11475.03003723,195.73720125593812
SAU,2021,2021-12-31,552406.0,8870.0,68.71,63.67,7.41,30784383.0,Saudi Arabia,17944.35834559361,288.13310957052477
SAU,2022,2022-12-31,826766.0,9508.0,71.3,66.47,29.65,32175224.0,Saudi Arabia,25695.73408408905,295.5068782116327
SEN,2020,2020-12-31,18523.0,387.0,,,,16789219.0,Senegal,1103.2675194718706,23.050506399374502
SEN,2021,2021-12-31,74353.0,1890.0,7.6,5.3,,17220867.0,Senegal,4317.610721922421,109.75057179176868
SEN,2022,2022-12-31,88900.0,1968.0,11.26,7.83,3.56,17651103.0,Senegal,5036.5124491087045,111.49444881716457
SRB,2020,2020-12-31,323367.0,2983.0,,,,6899126.0,Serbia,46870.71956650741,432.37360790337794
SRB,2021,2021-12-31,1289493.0,12568.0,48.16,46.68,25.08,6834326.0,Serbia,188678.8836236375,1838.9523707239016
SRB,2022,2022-12-31,2439730.0,17495.0,48.81,47.71,27.69,6664449.0,Serbia,366081.276936773,2625.123247248197
SYC,2020,2020-12-31,211.0,0.0,,,,98462.0,Seychelles,2142.958704881071,0.0
SYC,2021,2021-12-31,24381.0,126.0,76.86,73.05,,99258.0,Seychelles,245632.59384633985,1269.419089645167
SYC,2022,2022-12-31,50355.0,172.0,80.09,76.22,41.73,119878.0,Seychelles,420052.05292046914,1434.7920385725488
SLE,2020,2020-12-31,2549.0,76.0,,,,7912558.0,Sierra Leone,322.1461378229392,9.604984886050756
SLE,2021,2021-12-31,6659.0,123.0,8.17,4.2,,8094602.0,Sierra Leone,822.6469936384766,15.195311641017064
SLE,2022,2022-12-31,7760.0,125.0,50.18,40.03,4.03,8276807.0,Sierra Leone,937.5596168909096,15.102442282392232
SGP,2020,2020-12-31,58519.0,29.0,0.01,0.0,,5685807.0,Singapore,10292.118603392624,5.10041934240821
SGP,2021,2021-12-31,277764.0,822.0,86.21,83.1,39.06,5453566.0,Singapore,50932.5457874719,150.72706555673847
SGP,2022,2022-12-31,2193890.0,1711.0,91.49,90.74,78.77,5637022.0,Singapore,389193.0881234808,303.5290619763414
SXM,2020,2020-12-31,1370.0,26.0,,,,41008.0,Sint Maarten (Dutch part),33408.11548966056,634.0226297307843
SXM,2021,2021-12-31,4748.0,75.0,61.42,56.94,,41571.0,Sint Maarten (Dutch part),114214.23588559331,1804.1423107454716
SXM,2022,2022-12-31,10988.0,89.0,67.41,60.32,20.52,42139.0,Sint Maarten (Dutch part),260756.06919955387,2112.0577137568525
SVK,2020,2020-12-31,167523.0,1773.0,,,,5458827.0,Slovakia,30688.46109246547,324.7950521238354
SVK,2021,2021-12-31,825629.0,16398.0,44.75,43.44,2.15,5447247.0,Slovakia,151568.1223928344,3010.3279693393747
SVK,2022,2022-12-31,1858687.0,20803.0,46.0,45.68,12.12,5431752.0,Slovakia,342189.2236611686,3829.8876679200375
SVN,2020,2020-12-31,115411.0,2881.0,0.54,,,2102419.0,Slovenia,54894.38594304941,1370.3262765414506
SVN,2021,2021-12-31,456842.0,6089.0,58.99,56.09,22.05,2108079.0,Slovenia,216710.09483041195,2888.411677171491
SVN,2022,2022-12-31,1300803.0,8801.0,59.71,57.66,31.04,2112076.0,Slovenia,615888.3487147243,4166.9902030040585
SLB,2020,2020-12-31,17.0,0.0,,,,744498.0,Solomon Islands,22.834178197926654,0.0
SLB,2021,2021-12-31,22.0,0.0,24.85,7.72,,762591.0,Solomon Islands,28.849016051854797,0.0
SLB,2022,2022-12-31,21611.0,153.0,47.47,35.12,3.84,781066.0,Solomon Islands,27668.59650784953,195.88613510253936
SOM,2020,2020-12-31,4690.0,127.0,,,,16651191.0,Somalia,281.6615340007811,7.627082050767419
SOM,2021,2021-12-31,23532.0,1333.0,6.84,4.6,,17271431.0,Somalia,1362.481197996854,77.17947632712078
SOM,2022,2022-12-31,27300.0,1361.0,42.76,35.94,,17801897.0,Somalia,1533.5444306862353,76.45252637963246
ZAF,2020,2020-12-31,994911.0,26521.0,,,,60562381.0,South Africa,16427.871288613966,437.91210916889145
ZAF,2021,2021-12-31,3407937.0,90773.0,31.57,26.44,,61502603.0,South Africa,55411.26446306671,1475.9212711696123
ZAF,2022,2022-12-31,4048232.0,102568.0,40.02,35.13,6.47,62378410.0,South Africa,64897.967101117196,1644.2868614317038
SGS,2020,,,,,,,,South Georgia and the South Sandwich Islands,,
SGS,2021,,,,,,,,South Georgia and the South Sandwich Islands,,
SGS,2022,,,,,,,,South Georgia and the South Sandwich Islands,,
SSD,2020,2020-12-31,3505.0,63.0,,,,10698467.0,South Sudan,327.6170314868476,5.8886941465538944
SSD,2021,2021-12-31,14810.0,135.0,2.08,1.66,,10865780.0,South Sudan,1362.994649256657,12.42432664751173
SSD,2022,2022-12-31,18368.0,138.0,20.64,20.25,,11021177.0,South Sudan,1666.6096552119614,12.521348672650843
ESP,2020,2020-12-31,1919549.0,53964.0,,,,47359424.0,Spain,40531.51068729214,1139.4564258213952
ESP,2021,2021-12-31,6100138.0,91275.0,83.4,79.63,28.9,47443821.0,Spain,128576.02679177126,1923.8543202496273
ESP,2022,2022-12-31,13754962.0,118943.0,86.91,85.62,55.49,47786102.0,Spain,287844.40296050935,2489.0709855346645
LKA,2020,2020-12-31,41054.0,191.0,,,,21919000.0,Sri Lanka,1872.986906336968,8.71390118162325
LKA,2021,2021-12-31,583649.0,14884.0,73.25,63.41,18.35,22156000.0,Sri Lanka,26342.706264668715,671.7819100920744
LKA,2022,2022-12-31,671851.0,16815.0,78.53,67.57,37.65,22181000.0,Sri Lanka,30289.48198908976,758.0812407015012
SDN,2020,2020-12-31,24694.0,1520.0,,,,46789231.0,Sudan,527.7710163691299,32.48610775415394
SDN,2021,2021-12-31,46285.0,3298.0,5.94,2.63,,48066924.0,Sudan,962.9282705920604,68.61267011802128
SDN,2022,2022-12-31,63690.0,4994.0,22.41,17.71,1.97,49383346.0,Sudan,1289.7060478648004,101.12720997074601
SUR,2020,2020-12-31,5880.0,119.0,,,,612317.0,Suriname,9602.869102115408,194.34377944757372
SUR,2021,2021-12-31,51563.0,1186.0,42.32,36.93,,617896.0,Suriname,83449.31833188757,1919.416859795176
SUR,2022,2022-12-31,81581.0,1393.0,43.33,38.49,7.91,623164.0,Suriname,130914.17347600312,2235.366612962238
SJM,2020,,,,,,,,Svalbard and Jan Mayen,,
SJM,2021,,,,,,,,Svalbard and Jan Mayen,,
SJM,2022,,,,,,,,Svalbard and Jan Mayen,,
SWZ,2020,2020-12-31,8365.0,163.0,,,,1192729.0,Eswatini,7013.328258137431,136.6613874568322
SWZ,2021,2021-12-31,64381.0,1272.0,27.8,25.07,,1206593.0,Eswatini,53357.67736096596,1054.208005516359
SWZ,2022,2022-12-31,74021.0,1422.0,42.24,28.47,12.28,1218917.0,Eswatini,60726.85835048654,1166.609375371744
SWE,2020,2020-12-31,418129.0,9323.0,,,,10353442.0,Sweden,40385.50657839199,900.4734850497061
SWE,2021,2021-12-31,1286608.0,15302.0,71.98,68.78,,10415811.0,Sweden,123524.51479774354,1469.1126787918868
SWE,2022,2022-12-31,2671881.0,22003.0,73.68,71.95,91.41,10486941.0,Sweden,254781.73282370903,2098.133287867263
CHE,2020,2020-12-31,435319.0,7182.0,0.07,,,8638167.0,Switzerland,50394.834922733025,831.4263894180327
CHE,2021,2021-12-31,1253630.0,11828.0,68.26,,25.2,8704546.0,Switzerland,144020.14763320223,1358.8302020576375
CHE,2022,2022-12-31,4375085.0,13865.0,69.74,,55.36,8777088.0,Switzerland,498466.57570255647,1579.6810969651895
SYR,2020,2020-12-31,10932.0,669.0,,,,21049429.0,Syrian Arab Republic,519.3490046689627,31.782334808226867
SYR,2021,2021-12-31,50051.0,2871.0,5.4,3.53,,21628839.0,Syrian Arab Republic,2314.0862993154647,132.73944107679566
SYR,2022,2022-12-31,57423.0,3163.0,14.37,10.06,0.34,22462173.0,Syrian Arab Republic,2556.43120547598,140.8145151406322
TWN,2020,2020-12-31,,,,,,,"Taiwan, Province of China",,
TWN,2021,2021-12-31,,,78.32,67.63,0.66,,"Taiwan, Province of China",,
TWN,2022,2022-12-31,,,91.36,86.33,93.18,,"Taiwan, Province of China",,
TJK,2020,2020-12-31,13555.0,90.0,,,,9749310.0,Tajikistan,1390.3548045964278,9.231422531440687
TJK,2021,2021-12-31,17493.0,125.0,37.27,29.09,,9966908.0,Tajikistan,1755.1080034048673,12.541502339542012
TJK,2022,2022-12-31,17786.0,125.0,53.37,51.95,52.26,10182222.0,Tajikistan,1746.7700075680928,12.27629882750543
TZA,2020,2020-12-31,509.0,21.0,,,,60972798.0,"Tanzania, United Republic of",8.347984948960354,0.3444158819806826
TZA,2021,2021-12-31,29306.0,737.0,3.18,2.51,,62830412.0,"Tanzania, United Republic of",466.43017397371193,11.729988337494905
TZA,2022,2022-12-31,42351.0,845.0,47.62,44.69,10.95,64711821.0,"Tanzania, United Republic of",654.4553892247909,13.057892467591044
THA,2020,2020-12-31,6141.0,60.0,,,,71641484.0,Thailand,85.7184923751719,0.8375035894008003
THA,2021,2021-12-31,2209970.0,21580.0,71.71,64.6,10.36,71727332.0,Thailand,30810.709646916745,300.86160182285886
THA,2022,2022-12-31,4721808.0,33594.0,79.51,74.6,44.83,71735329.0,Thailand,65822.62973938546,468.3048153302538
TLS,2020,2020-12-31,41.0,0.0,,,,1326053.0,Timor-Leste,30.918824511539132,0.0
TLS,2021,2021-12-31,19833.0,122.0,49.43,39.74,,1350139.0,Timor-Leste,14689.598626511788,90.36106652722424
TLS,2022,2022-12-31,23388.0,138.0,65.52,58.93,23.5,1369295.0,Timor-Leste,17080.32235566478,100.78178916887889
TGO,2020,2020-12-31,3555.0,68.0,,,,8669720.0,Togo,410.0478446824119,7.843390559326022
TGO,2021,2021-12-31,27992.0,246.0,15.73,11.54,,8878379.0,Togo,3152.8277853423465,27.70776061711265
TGO,2022,2022-12-31,39341.0,290.0,25.34,16.45,4.83,9089738.0,Togo,4328.067541660716,31.9041098874357
TKL,2020,2020-12-31,0.0,0.0,,,,,Tokelau,,
TKL,2021,2021-12-31,0.0,0.0,51.14,51.14,,,Tokelau,,
TKL,2022,2022-12-31,5.0,0.0,116.38,116.38,51.14,,Tokelau,,
TON,2020,2020-12-31,0.0,0.0,,,,105704.0,Tonga,0.0,0.0
TON,2021,2021-12-31,1.0,0.0,68.88,52.99,,105490.0,Tonga,9.479571523367143,0.0
TON,2022,2022-12-31,16412.0,12.0,81.66,72.06,35.87,105042.0,Tonga,156242.2649987624,114.24001827840293
TTO,2020,2020-12-31,7097.0,125.0,,,,1366725.0,Trinidad and Tobago,5192.705189412647,91.45951087453584
TTO,2021,2021-12-31,88944.0,2718.0,46.52,43.68,4.98,1367558.0,Trinidad and Tobago,65038.55777963348,1987.4842602653782
TTO,2022,2022-12-31,185882.0,4277.0,49.22,46.82,11.01,1365805.0,Trinidad and Tobago,136097.02702801643,3131.4865592086717
TUN,2020,2020-12-31,130230.0,4426.0,,,,11974057.0,Tunisia,10876.013033844754,369.6324478829523
TUN,2021,2021-12-31,722795.0,25523.0,55.76,47.93,6.93,12048622.0,Tunisia,59989.84780168222,2118.33353224958
TUN,2022,2022-12-31,1147477.0,29279.0,58.41,51.74,10.15,12119334.0,Tunisia,94681.52292857016,2415.891830359655
TUR,2020,2020-12-31,2133373.0,19624.0,,,,83384680.0,Turkey,25584.711724024124,235.34299106262685
TUR,2021,2021-12-31,9286986.0,81303.0,66.69,60.47,27.1,84147318.0,Turkey,110365.79918090794,966.19835227547
TUR,2022,2022-12-31,17004677.0,101419.0,67.89,62.31,48.54,84979913.0,Turkey,200102.31123677426,1193.4467384074633
TKM,2020,2020-12-31,0.0,0.0,,,,6949912.0,Turkmenistan,0.0,0.0
TKM,2021,2021-12-31,0.0,0.0,0.5,0.3,,7092043.0,Turkmenistan,0.0,0.0
TKM,2022,2022-12-31,0.0,0.0,46.18,45.41,6.76,7230193.0,Turkmenistan,0.0,0.0
TCA,2020,2020-12-31,844.0,6.0,,,,44386.0,Turks and Caicos Islands,19015.004731221557,135.1777587527599
TCA,2021,2021-12-31,3235.0,26.0,63.88,59.34,,45243.0,Turks and Caicos Islands,71502.7739097761,574.6745352872267
TCA,2022,2022-12-31,6479.0,36.0,70.72,66.24,15.9,45847.0,Turks and Caicos Islands,141317.86158309158,785.2204070059109
TUV,2020,2020-12-31,0.0,0.0,,,,10399.0,Tuvalu,0.0,0.0
TUV,2021,2021-12-31,0.0,0.0,54.96,51.91,,10194.0,Tuvalu,0.0,0.0
TUV,2022,2022-12-31,2779.0,0.0,84.72,82.24,48.77,9992.0,Tuvalu,278122.4979983987,0.0
UGA,2020,2020-12-31,33815.0,298.0,,,,44457152.0,Uganda,760.6200235228744,6.703083454378724
UGA,2021,2021-12-31,135091.0,3280.0,17.68,2.98,,45910930.0,Uganda,2942.458364489676,71.44268260303157
UGA,2022,2022-12-31,169890.0,3630.0,39.93,27.43,0.96,47312719.0,Uganda,3590.7891913800177,76.72355503390114
UKR,2020,2020-12-31,988108.0,15278.0,,,,44680014.0,Ukraine,22115.21240794598,341.9425965264917
UKR,2021,2021-12-31,3606084.0,92533.0,37.06,34.65,0.02,44298640.0,Ukraine,81403.94377795797,2088.845165449775
UKR,2022,2022-12-31,5315676.0,108249.0,39.73,38.17,1.87,41048766.0,Ukraine,129496.60898454294,2637.082927170088
ARE,2020,2020-12-31,200892.0,655.0,,,,9401038.0,United Arab Emirates,21369.1296641924,69.6731573683672
ARE,2021,2021-12-31,749530.0,2156.0,104.66,95.96,36.61,9575152.0,United Arab Emirates,78278.65291329057,225.16613835477494
ARE,2022,2022-12-31,1046549.0,2348.0,105.83,103.72,54.43,10074977.0,United Arab Emirates,103876.06840194276,233.0526412119849
GBR,2020,2020-12-31,2344433.0,90475.0,,,,66744000.0,United Kingdom,35125.74913100803,1355.5525590315235
GBR,2021,2021-12-31,12574779.0,176159.0,76.71,70.26,50.5,66984000.0,United Kingdom,187728.09924758153,2629.8668338707753
GBR,2022,2022-12-31,24159037.0,215345.0,79.71,75.19,59.81,67604000.0,United Kingdom,357361.0585172475,3185.388438553932
USA,2020,2020-12-31,18890446.0,342920.0,1.68,0.01,,331577720.0,United States,56971.39723380691,1034.2070028106834
USA,2021,2021-12-31,51878860.0,812587.0,73.52,63.36,23.44,332099760.0,United States,156214.68681579296,2446.8159808366017
USA,2022,2022-12-31,99019493.0,1079976.0,80.88,69.15,40.08,334017321.0,United States,296450.17421117506,3233.2934015718306
UMI,2020,,,,,,,,United States Minor Outlying Islands,,
UMI,2021,,,,,,,,United States Minor Outlying Islands,,
UMI,2022,,,,,,,,United States Minor Outlying Islands,,
URY,2020,2020-12-31,15848.0,143.0,,,,3398968.0,Uruguay,4662.591704305542,42.07159349543744
URY,2021,2021-12-31,406739.0,6162.0,80.77,78.43,44.96,3396695.0,Uruguay,119745.51733376119,1814.116368999866
URY,2022,2022-12-31,1011988.0,7562.0,87.94,84.79,83.93,3390913.0,Uruguay,298441.1572930358,2230.077858087188
UZB,2020,2020-12-31,9.0,0.0,,,,33586372.0,Uzbekistan,0.2679658285211633,0.0
UZB,2021,2021-12-31,116785.0,860.0,52.15,32.06,,34243696.0,Uzbekistan,3410.408736253236,25.11411151413095
UZB,2022,2022-12-31,167292.0,1016.0,61.46,51.14,42.51,34938955.0,Uzbekistan,4788.122598400553,29.079289864278998
VUT,2020,2020-12-31,1.0,0.0,,,,298858.0,Vanuatu,3.346070709166226,0.0
VUT,2021,2021-12-31,7.0,0.0,31.31,15.43,,305868.0,Vanuatu,22.885689251572572,0.0
VUT,2022,2022-12-31,12013.0,14.0,44.32,40.31,5.2,313046.0,Vanuatu,38374.551982775694,44.72186196277863
VEN,2020,2020-12-31,111603.0,1010.0,,,,28444077.0,"Venezuela, Bolivarian Republic of",3923.5936536102054,35.50827119473766
VEN,2021,2021-12-31,442999.0,5312.0,64.99,41.02,,28237826.0,"Venezuela, Bolivarian Republic of",15688.141147976477,188.1164647731734
VEN,2022,2022-12-31,549844.0,5830.0,78.29,52.88,2.3,28213017.0,"Venezuela, Bolivarian Republic of",19489.018136557323,206.6422034906795
VNM,2020,2020-12-31,1440.0,35.0,,,,98079191.0,Viet Nam,14.682013435449319,0.35685449322272655
VNM,2021,2021-12-31,1651673.0,31214.0,78.99,69.7,,98935098.0,Viet Nam,16694.510172719492,315.49976328926266
VNM,2022,2022-12-31,11524202.0,43184.0,91.82,87.29,58.5,99680655.0,Viet Nam,115611.21864618566,433.2234775142679
VGB,2020,2020-12-31,93.0,1.0,,,,37135.0,"Virgin Islands, British",2504.375925676585,26.928773394371888
VGB,2021,2021-12-31,3071.0,39.0,58.83,54.27,,37809.0,"Virgin Islands, British",81224.04718453278,1031.5004364040308
VGB,2022,2022-12-31,7305.0,64.0,62.13,58.28,11.89,38319.0,"Virgin Islands, British",190636.49886479293,1670.1897231138598
VIR,2020,2020-12-31,1979.0,23.0,,,,106290.0,"Virgin Islands, U.S.",18618.87289491015,216.38912409445854
VIR,2021,2021-12-31,8007.0,88.0,,,,105870.0,"Virgin Islands, U.S.",75630.49022385945,831.2080853877396
VIR,2022,2022-12-31,23734.0,127.0,,,,105413.0,"Virgin Islands, U.S.",225152.4954227657,1204.7849885687724
WLF,2020,2020-12-31,4.0,0.0,,,,,Wallis and Futuna,,
WLF,2021,2021-12-31,453.0,7.0,51.88,51.08,,,Wallis and Futuna,,
WLF,2022,2022-12-31,3415.0,7.0,61.54,58.59,32.27,,Wallis and Futuna,,
